filters,layers,units,features,loss,accuracy,time
2,6,100,20,0.02764352411031723,0.988095223903656,8.021812200546265
2,6,100,21,0.04583616927266121,0.9970238208770752,7.501582145690918
2,6,100,22,0.08464604616165161,0.9791666865348816,5.223256826400757
2,6,150,20,0.02599322237074375,0.9970238208770752,5.445648193359375
2,6,150,21,0.03725814074277878,0.9970238208770752,5.238746881484985
2,6,150,22,0.033246882259845734,0.9910714030265808,4.945218086242676
2,6,200,20,0.09084703773260117,0.9732142686843872,4.896043062210083
2,6,200,21,0.026715723797678947,0.9970238208770752,7.380363941192627
2,6,200,22,0.01403911504894495,0.9970238208770752,6.680876016616821
2,7,100,20,0.06577173620462418,0.9732142686843872,7.655035972595215
2,7,100,21,0.29008278250694275,0.8928571343421936,6.339655160903931
2,7,100,22,0.05842549353837967,0.9821428656578064,6.48745322227478
2,7,150,20,0.029209233820438385,0.9970238208770752,7.787312269210815
2,7,150,21,0.023072151467204094,0.9970238208770752,8.745955228805542
2,7,150,22,0.10553202033042908,0.9642857313156128,9.017244815826416
2,7,200,20,0.01851862110197544,0.9940476417541504,9.83051586151123
2,7,200,21,0.07509677112102509,0.9821428656578064,7.615479946136475
2,7,200,22,0.04663262516260147,0.9821428656578064,7.806416988372803
2,8,100,20,0.07471559941768646,0.9702380895614624,9.23946499824524
2,8,100,21,0.02122860588133335,0.9910714030265808,12.161165952682495
2,8,100,22,0.08490969240665436,0.9732142686843872,8.082387924194336
2,8,150,20,0.02067035809159279,0.9940476417541504,6.772004842758179
2,8,150,21,0.005834236275404692,0.9970238208770752,6.784688949584961
2,8,150,22,0.03547273203730583,0.988095223903656,7.265116930007935
2,8,200,20,0.04470221325755119,0.988095223903656,6.678394079208374
2,8,200,21,0.09430564194917679,0.961309552192688,7.494404077529907
2,8,200,22,0.11366911977529526,0.9642857313156128,8.826363325119019
