filters,features,loss,time,accuracy
1,20,0.09044770896434784,7.219621896743774,0.9821428656578064
1,30,0.21391598880290985,7.134637832641602,0.8809523582458496
1,40,0.01841466687619686,7.640775203704834,0.9970238208770752
1,50,0.20808371901512146,8.578232765197754,0.9434523582458496
2,20,0.01042847242206335,7.284929990768433,0.9970238208770752
2,30,0.0028603982646018267,12.673343896865845,1.0
2,40,0.07432641834020615,21.05977773666382,0.9642857313156128
2,50,0.028119677677750587,16.537356853485107,0.9910714030265808
